"Biomarker.IDs","Biomarker.Names"
"HGNC:6427","KRT17"
"HGNC:10492","S100A2"
"HGNC:12157","TRBC2"
"HGNC:12029","TRAC"
"HGNC:18122","SOX17"
"HGNC:5397","IFI27"
"HGNC:7","A2M"
"HGNC:22404","GIMAP7"
"HGNC:2361","CRIP2"
"HGNC:1818","CEACAM6"
"HGNC:4027","FXYD3"
"HGNC:21643","TSPAN13"
"HGNC:24961","HOPX"
"HGNC:33706","SNTN"
"HGNC:33858","FAM229B"
"HGNC:37234","TMEM231"
"N/A","C5orf49"
"HGNC:35164","C12orf75"
"HGNC:49544","C11orf97"
"N/A","RP11-356K23.1"
"HGNC:1645","CD24"
"N/A","RP11-295M3.4"
"HGNC:3051","TSC22D3"
"HGNC:6130","ISG20"
"HGNC:5478","IGHA1"
"HGNC:5716","IGKC"
"HGNC:5856","IGLC2"
"HGNC:6711","LTB"
"HGNC:1666","CD37"
"HGNC:15939","WFDC2"
"HGNC:16108","BPIFB1"
"HGNC:2295","CP"
"HGNC:38675","C11orf96"
"HGNC:24149","HES4"
"HGNC:19255","PLAC9"
"HGNC:3754","FLNA"
"HGNC:29300","KANK2"
"HGNC:9080","PLN"
"HGNC:4555","GPX3"
"HGNC:29532","LBH"
"HGNC:10489","S100A12"
"HGNC:10498","S100A8"
"HGNC:14189","LST1"
"HGNC:1764","CDH5"
"HGNC:5321","HYAL2"
"HGNC:20594","EGFL7"
"HGNC:27364","HEPACAM2"
"HGNC:851","ATP6V1A"
"HGNC:11529","EPCAM"
"HGNC:27296","TMEM61"
"HGNC:2027","CLCNKB"
"HGNC:370","AKAP12"
"HGNC:11757","TFF3"
"HGNC:11634","TCF4"
"HGNC:11760","TFPI"
"HGNC:11822","TIMP3"
"HGNC:6155","ITGB2"
"HGNC:3128","GPR183"
"HGNC:4940","HLA-DPB1"
"HGNC:4938","HLA-DPA1"
"HGNC:4944","HLA-DQB1"
"HGNC:4942","HLA-DQA1"
"HGNC:4934","HLA-DMA"
"N/A","CYR61"
"HGNC:9357","PRELP"
"N/A","CTGF"
"HGNC:5474","IGFBP5"
"HGNC:6658","VWA5A"
"HGNC:9995","RGS13"
"N/A","C1orf186"
"HGNC:17890","HPGDS"
"HGNC:14120","TPSB2"
"HGNC:29557","NEXN"
"HGNC:145","ACTG2"
"HGNC:6647","LMOD1"
"HGNC:14871","PPP1R14A"
"HGNC:20441","S100A16"
"HGNC:20778","TUBB"
"HGNC:4986","HMGN2"
"HGNC:26970","COX20"
"HGNC:13940","LSM2"
"HGNC:4984","HMGN1"
"HGNC:703","ARPC1A"
"HGNC:6759","MARCKS"
"HGNC:124","ACP5"
"HGNC:2545","CTSS"
"HGNC:9353","PRDX2"
"HGNC:6541","LDHB"
"HGNC:6359","KLK11"
"HGNC:10570","SERPINB4"
"HGNC:6490","LAMB3"
"HGNC:2201","COL3A1"
"HGNC:7035","MFAP4"
"HGNC:6175","ITM2C"
"HGNC:11913","TNFRSF17"
"HGNC:18624","FKBP11"
"HGNC:5525","IGHG1"
"HGNC:5713","JCHAIN"
"HGNC:30125","MZB1"
"HGNC:8947","PI3"
"HGNC:11855","TSPAN8"
"HGNC:6526","LCN2"
"HGNC:7372","MSMB"
"HGNC:1318","C3"
"HGNC:384","AKR1C1"
"HGNC:5992","IL1B"
"HGNC:1693","CD68"
"HGNC:3335","EMP3"
"HGNC:17263","PART1"
"HGNC:10486","S100A1"
"HGNC:14460","NDRG2"
"HGNC:20960","C6orf58"
"HGNC:9339","PRB3"
"N/A","RP11-1143G9.4"
"HGNC:9498","PSAP"
"HGNC:3619","FCGR3A"
"HGNC:3374","EPAS1"
"HGNC:3625","FCN3"
"HGNC:2212","COL6A2"
"HGNC:10777","SFRP2"
"HGNC:5475","IGFBP6"
"HGNC:7166","MMP2"
"HGNC:16041","EMCN"
"HGNC:5154","HPGD"
"HGNC:5998","IL1RL1"
"HGNC:1246","C1R"
"HGNC:250","ADH1B"
"HGNC:12513","UCHL1"
"N/A","APOA1BP"
"HGNC:2045","CLDN3"
"N/A","NGFRAP1"
"HGNC:10816","SCG5"
"HGNC:29527","HIGD1A"
"HGNC:37226","PHGR1"
"HGNC:4935","HLA-DMB"
"HGNC:28687","C16orf89"
"HGNC:10044","RNASE1"
"HGNC:18383","SFTA1P"
"HGNC:3791","FOLR1"
"HGNC:2316","CPNE3"
"HGNC:14399","CPVL"
"HGNC:26258","C1orf54"
"HGNC:29323","WDFY4"
"HGNC:6707","LSP1"
"HGNC:28142","LIMD2"
"HGNC:15451","GOLM1"
"HGNC:28703","CRACR2B"
"HGNC:1722","CDK1"
"HGNC:17874","LSM3"
"HGNC:19083","CKS1B"
"HGNC:3250","EIF1AX"
"HGNC:15937","UBE2C"
"HGNC:14279","MRPL14"
"HGNC:9341","PRC1"
"HGNC:21488","CENPW"
"HGNC:2861","DHFR"
"HGNC:2202","COL4A1"
"HGNC:10513","SAA1"
"HGNC:409","ALDH1A3"
"HGNC:9867","RARRES1"
"HGNC:10600","SCNN1B"
"HGNC:21057","RSPH9"
"HGNC:27009","PIFO"
"HGNC:10475","RUVBL2"
"N/A","C11orf88"
"HGNC:34347","FAM183A"
"HGNC:30166","MORN2"
"HGNC:33727","SAXO2"
"HGNC:32325","CFAP126"
"HGNC:23282","MUC20"
"HGNC:18116","KHDRBS1"
"HGNC:20804","ZNF428"
"HGNC:1051","BIK"
"HGNC:2418","CRYM"
"N/A","LRMP"
"HGNC:18254","HES6"
"HGNC:20796","RASSF6"
"HGNC:5358","IRF8"
"HGNC:23792","PLD4"
"HGNC:6122","IRF7"
"HGNC:679","ARHGDIB"
"HGNC:6510","STMN1"
"HGNC:9802","RAC2"
"HGNC:6010","IL2RG"
"HGNC:5000","HMGB2"
"HGNC:1228","SERPING1"
"HGNC:7861","NNMT"
"HGNC:7397","MT1E"
"HGNC:9031","PLA2G2A"
"HGNC:14296","MT1M"
"HGNC:4953","HLA-DRB5"
"HGNC:24930","TMEM176A"
"HGNC:591","BIRC3"
"HGNC:3148","TYMP"
"HGNC:10621","CCL22"
"HGNC:11499","SYNGR2"
"HGNC:1703","CD83"
"HGNC:27291","MCEMP1"
"HGNC:12576","UPP1"
"HGNC:1338","C5AR1"
"N/A","LINC01272"
"HGNC:10616","CCL18"
"HGNC:6646","LMO7"
"HGNC:16668","C19orf33"
"HGNC:9500","PSCA"
"HGNC:18665","FAM3D"
"N/A","H2AFV"
"HGNC:17259","LSM4"
"HGNC:4704","GYPC"
"HGNC:9690","PTTG1"
"N/A","KIAA0101"
"HGNC:18384","SCGB3A1"
"HGNC:2926","DMBT1"
"HGNC:16406","EFHC1"
"HGNC:1487","CAPS"
"HGNC:24060","ROPN1L"
"N/A","C9orf116"
"HGNC:29632","TMEM190"
"HGNC:14353","DNALI1"
"HGNC:34388","ODF3B"
"HGNC:6972","MDK"
"HGNC:32946","ANKRD36C"
"HGNC:3696","FGL2"
"HGNC:10048","RNASE6"
"HGNC:7518","MUC7"
"HGNC:13312","GSTO1"
"HGNC:7406","MT2A"
"HGNC:607","APOC1"
"HGNC:8890","PGC"
"N/A","PRKCDBP"
"HGNC:29836","NDUFA4L2"
