"Biomarker.IDs","Biomarker.Names"
"HGNC:24942","PIK3IP1"
"HGNC:7107","MKI67"
"HGNC:11989","TOP2A"
"HGNC:28961","PCLAF"
"HGNC:1857","CENPF"
"HGNC:12441","TYMS"
"HGNC:18538","NUSAP1"
"HGNC:19048","ASPM"
"HGNC:9690","PTTG1"
"HGNC:1249","TPX2"
"HGNC:10452","RRM2"
"HGNC:4036","FYB1"
"HGNC:19364","RTKN2"
"N/A","AC133644.2"
"HGNC:6008","IL2RA"
"HGNC:2505","CTLA4"
"HGNC:18506","FCRL3"
"HGNC:6478","LAIR2"
"HGNC:13177","IKZF2"
"HGNC:10500","S100B"
"HGNC:9992","RGS10"
"HGNC:24313","CRTAM"
"HGNC:25128","OXNAD1"
"HGNC:19715","CLSPN"
"HGNC:11830","TK1"
"HGNC:533","ANXA1"
"HGNC:6412","KRT1"
"HGNC:7751","NELL2"
"HGNC:14871","PPP1R14A"
"HGNC:15503","LILRA4"
"HGNC:10607","SCT"
"HGNC:10597","SCN9A"
"HGNC:9472","LGMN"
"HGNC:2959","DNASE1L3"
"HGNC:13258","CLEC4C"
"HGNC:4168","GAS6"
"HGNC:26258","C1orf54"
"HGNC:6059","IDO1"
"HGNC:17438","CLNK"
"HGNC:3765","FLT3"
"HGNC:3356","ENPP1"
"HGNC:14460","NDRG2"
"HGNC:24838","ENHO"
"HGNC:23792","PLD4"
"HGNC:4620","GSN"
"HGNC:13447","SLC38A1"
"HGNC:6473","AFF3"
"HGNC:6175","ITM2C"
"HGNC:12011","TPM2"
"HGNC:11242","SPIB"
"HGNC:6119","IRF4"
"HGNC:14240","SMPD3"
"HGNC:5992","IL1B"
"HGNC:30229","G0S2"
"HGNC:1786","CDKN1C"
"HGNC:9666","PTPRC"
"HGNC:5393","IER5"
"HGNC:669","RHOC"
"HGNC:11253","SPON2"
"HGNC:10646","XCL2"
"HGNC:11245","SPINK2"
"HGNC:6374","KLRC1"
"HGNC:24045","SPTSSB"
"HGNC:14946","PPP1R9A"
"HGNC:7656","NCAM1"
"HGNC:11908","TNFRSF11A"
"HGNC:4829","HBD"
"HGNC:4826","HBM"
"HGNC:18075","AHSP"
"HGNC:397","ALAS2"
"HGNC:1368","CA1"
"HGNC:11027","SLC4A1"
"HGNC:23442","IFIT1B"
"HGNC:24150","TRIM58"
"HGNC:10719","SELENBP1"
"HGNC:24239","TMCC2"
"HGNC:31397","PRSS57"
"HGNC:24435","CYTL1"
"HGNC:20594","EGFL7"
"HGNC:1662","CD34"
"HGNC:37244","SMIM24"
"HGNC:894","AVP"
"HGNC:7545","MYB"
"HGNC:13646","LAPTM4B"
"HGNC:6342","KIT"
"HGNC:26693","TTLL10"
"HGNC:49682","LINC01229"
"HGNC:11914","TNFRSF18"
"HGNC:5993","IL1R1"
"HGNC:9240","PPBP"
"HGNC:8861","PF4"
"HGNC:8000","NRGN"
"HGNC:4403","GNG11"
"HGNC:10690","CAVIN2"
"HGNC:16257","TUBB1"
"HGNC:2095","CLU"
"N/A","HIST1H2AC"
"HGNC:14261","RGS18"
"HGNC:4444","GP9"
"HGNC:9655","PTPN3"
"HGNC:53113","MIR4422HG"
"HGNC:8044","NUCB2"
"HGNC:1527","CAV1"
"HGNC:37261","DTHD1"
"HGNC:4026","FXYD2"
"N/A","AC004585.1"
"HGNC:12275","TRGC1"
"HGNC:12263","TRDV2"
"HGNC:1695","CD7"
"HGNC:12295","TRGV9"
"HGNC:13811","SLC4A10"
"HGNC:21387","PRSS35"
"HGNC:21539","RBM24"
"HGNC:19077","NCR3"
"HGNC:6721","LTK"
"HGNC:3392","EPHB1"
"HGNC:9451","PROC"
"HGNC:31409","LRRC26"
"HGNC:5716","IGKC"
"HGNC:6759","MARCKS"
"HGNC:14875","FCRL2"
"HGNC:5856","IGLC2"
"HGNC:5857","IGLC3"
"HGNC:27514","LINC00926"
"HGNC:1057","BLK"
"HGNC:5527","IGHG3"
"HGNC:1666","CD37"
"HGNC:2529","CTSD"
"HGNC:13375","MS4A6A"
"HGNC:8014","YBX1"
"HGNC:7637","NAP1L1"
"HGNC:11641","TCF7L2"
"HGNC:18304","COTL1"
"HGNC:10494","S100A4"
"HGNC:28789","SARAF"
"HGNC:18352","CENPM"
"HGNC:593","BIRC5"
"HGNC:13195","ZWINT"
"HGNC:6616","LIMS1"
"HGNC:11881","TMSB4X"
"HGNC:13010","TSHZ2"
"HGNC:570","AP3M2"
"HGNC:35163","MIR4435-2HG"
"HGNC:1653","CD28"
"HGNC:14628","CDCA7"
"HGNC:6776","MAF"
"HGNC:6173","ITM2A"
"HGNC:11979","TOB1"
"HGNC:8783","PDE4D"
"HGNC:17084","SYNE2"
"HGNC:43910","IFNG-AS1"
"HGNC:29665","MALAT1"
"HGNC:18825","SERINC5"
"HGNC:6140","ITGA4"
"HGNC:1610","CCR9"
"HGNC:26624","KDF1"
"HGNC:3009","DPP4"
"HGNC:18171","CD244"
"HGNC:11030","SLC4A4"
"HGNC:28324","TMIGD2"
"HGNC:29225","ODF2L"
"HGNC:5361","ID2"
"HGNC:12692","VIM"
"HGNC:1606","CCR5"
"HGNC:1933","CHI3L2"
"HGNC:11924","TNFRSF9"
"HGNC:1667","CD38"
"HGNC:15757","SIRPG"
"HGNC:17200","LRRN3"
"HGNC:1925","CHEK1"
"HGNC:52690","LINC01871"
"HGNC:28344","C1orf162"
"HGNC:4172","GATA3"
"HGNC:6075","INPP4B"
"HGNC:21397","SCML4"
"HGNC:28783","CMC1"
"HGNC:17013","CD160"
"HGNC:21569","THEMIS"
"HGNC:1639","CD2"
"HGNC:28495","ZNF683"
"HGNC:6375","KLRC2"
"HGNC:29323","WDFY4"
"HGNC:28915","BATF3"
"HGNC:28743","TSPAN33"
"HGNC:7228","MRC1"
"HGNC:26084","PID1"
"HGNC:5974","IL13RA1"
"HGNC:957","BASP1"
"HGNC:3128","GPR183"
"HGNC:29521","C12orf57"
"HGNC:3688","FGFR1"
"HGNC:11138","SNCA"
"HGNC:6339","KIR3DL2"
"HGNC:12262","TRDV1"
"HGNC:15489","ZNF331"
"HGNC:17362","ARID5B"
"HGNC:20253","GCSAM"
"HGNC:31910","FCRL6"
"HGNC:1777","CDK6"
"N/A","AC084033.3"
"HGNC:29024","ANKRD28"
"HGNC:19955","FAM30A"
"HGNC:1835","CEBPD"
"HGNC:6510","STMN1"
"HGNC:8729","PCNA"
"HGNC:14011","SMC2"
"HGNC:6561","LGALS1"
"HGNC:5476","IGFBP7"
"HGNC:6009","IL2RB"
"HGNC:1681","CD44"
"HGNC:18111","CCDC50"
"HGNC:12524","UGCG"
"HGNC:11634","TCF4"
"HGNC:5358","IRF8"
"HGNC:6122","IRF7"
"HGNC:28030","TXNDC11"
"HGNC:29547","SHCBP1"
"HGNC:24054","KNL1"
"HGNC:9392","PRKAR2B"
"HGNC:3531","F13A1"
"HGNC:21648","TOMM7"
