"","Label","Expanded Label","OBO Ontology ID","Markers"
"9","Pvalb_1","Pvalb+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Kcnc2,  Nrg3,  Kcnc1,  Gria3,  Cntnap4,  Cntn5,  Btbd11,  Gm1604a,  Erbb4,  Pvalb"
"18","Pvalb_2","Pvalb+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Shisa8,  Corin,  Th,  4930509J09Rik,  Tac1,  Ptprk,  Lama3,  Nos1,  Rbp4,  Pvalb"
"37","Sncg_1","Sncg+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Htr3a,  Cntn4,  Sp8,  Sorcs1,  Pnoc,  Dpp10,  Tnfaip8l3,  Ptprd,  Frem1,  Sncg"
"23","Sncg_2","Sncg+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Frem1,  Col25a1,  Npas1,  Eps8,  Scml4,  9530059O14Rik,  Tac2,  Malat1,  Rgs16,  Sncg"
"13","Sncg_3","Sncg+ GABAergic neuron_3","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Cxcl14,  Nell1,  Rgs12,  Spock1,  Npas1,  Ppp2r2b,  Igf1,  Pcdh9,  Megf10,  Sncg"
"39","Sncg_4","Sncg+ GABAergic neuron_4","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Egln3,  Nrxn3,  Col14a1,  Cntnap5b,  Tnfaip8l3,  Itga8,  Rxfp1,  Fam19a1,  Npas1,  Sncg"
"8","Sst Chodl","Sst+ Chodl+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Nos1,  Crhbp,  Ndst4,  Tacr1,  Chodl,  9330158H04Rik,  Fndc1,  Stac,  Bace2,  Sst"
"44","Sst_1","Sst+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Pdyn,  Cdh9,  Npas1,  Cntnap2,  AF529169,  Ano3,  Reln,  Zfp804a,  Lhx6,  Sst"
"10","Sst_2","Sst+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Il1rapl2,  Nebl,  Sst,  Pcdh7,  Reln,  Gabrb1,  Rab3b,  Kctd8,  Cntn6,  Sst"
"31","Sst_3","Sst+ GABAergic neuron_3","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Gria1,  Gpc6,  Etl4,  Sst,  Adgrb3,  Grin3a,  Pcdh9,  Xkr4,  Sh3rf3,  Sst"
"32","Sst_4","Sst+ GABAergic neuron_4","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Npas1,  Unc5d,  9630002D21Rik,  Cdh9,  Lhx6,  Egfem1,  Lypd6,  Pou6f2,  Sytl5,  Sst"
"45","Sst_5","Sst+ GABAergic neuron_5","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","9630002D21Rik,  Adgrb3,  Crh,  Gm20754,  Npas1,  Kcnc2,  Gxylt2,  Pard3b,  Pard3bos1,  Sst"
"35","Sst_6","Sst+ GABAergic neuron_6","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","9630002D21Rik,  B3galt1,  Crh,  Reln,  Klhl14,  Ptprm,  Npas1,  Grm1,  Gxylt2,  Sst"
"33","Sst_7","Sst+ GABAergic neuron_7","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Th,  Cdh9,  Corin,  Lingo2,  Cort,  Ncam2,  Nxph2,  Arpp21,  Gm36251,  Sst"
"34","Vip_1","Vip+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Vip,  Cntnap2,  Zfp804a,  Kcnip4,  Sobp,  Gpc6,  Sdk1,  Brinp3,  Sorcs3,  Fstl5"
"7","Vip_2","Vip+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Vip,  Cxcl14,  Adarb2,  Clstn2,  Synpr,  Oxr1,  Igf1,  Fam19a2,  Shisa9,  Crh"
"30","Vip_3","Vip+ GABAergic neuron_3","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Vip,  Alcam,  Igf1,  Astn2,  Prox1,  Pde3a,  Grpr,  Lin7a,  Crh,  Pthlh"
"38","Vip_4","Vip+ GABAergic neuron_4","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Penk,  Thsd7a,  Gm39185,  Nrg3,  Npas1,  Ccser1,  Crh,  Thsd7b,  Stac,  Calb2"
"3","VLMC","vascular lepotomeningeal cell","[brain pericyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_2000043)","Cped1,  Apod,  Ptgds,  Atp1a2,  Slc6a20a,  Colec12,  Bmp6,  Ranbp3l,  Slc7a11,  Lama1"
