"","Label","Expanded Label","OBO Ontology ID","Markers"
"17","CD4 TEM_1","CD4+ Effector Memory T_1","[effector CD4-positive, alpha-beta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0001044)","GZMK, IL7R, IL32, ITGB1, CCL5, GZMA, B2M, DUSP2, KLRB1, SYNE2"
"18","CD4 TEM_2","CD4+ Effector Memory T_2","[effector CD4-positive, alpha-beta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0001044)","GZMK, CD4, TIGIT, IFNG-AS1, CD40LG, MALAT1, CD3G, CD3D, TRAC, CD3E"
"19","CD4 TEM_3","CD4+ Effector Memory T_3","[effector CD4-positive, alpha-beta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0001044)","IL7R, CCL5, NOSIP, KLRB1, SERINC5, AQP3, ITGA4, IL32, TRAC, LTB"
"20","CD4 TEM_4","CD4+ Effector Memory T_4","[effector CD4-positive, alpha-beta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0001044)","CCR9, KDF1, DPP4, CD244, SLC4A4, KLRB1, TMIGD2, CD40LG, IL7R, ODF2L"
"21","CD8 Naive","CD8+ Naive T","[naive thymus-derived CD8-positive, alpha-beta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000900)","CD8B, LDHB, LEF1, LINC02446, CD8A, S100B, ID2, TCF7, VIM, CCR7"
"22","CD8 Naive_2","CD8+ Naive T_2","[naive thymus-derived CD8-positive, alpha-beta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000900)","CD8B, CCR5, CHI3L2, SOX4, CD8A, TNFRSF9, CD38, SIRPG, LRRN3, LEF1"
"23","CD8 Proliferating","CD8+ Proliferating T","[activated CD8-positive, alpha-beta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000906)","PCLAF, CD8B, TYMS, CD3D, CLSPN, CD3G, MKI67, TRAC, CHEK1, TK1"
"24","CD8 TCM_1","CD8+ Central Memory T_1","[CD8-positive, alpha-beta memory T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000909)","CD8B, SELL, CD8A, LYAR, ITGB1, NELL2, DUSP2, IL7R, CCL5, LINC01871"
"25","CD8 TCM_2","CD8+ Central Memory T_2","[CD8-positive, alpha-beta memory T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000909)","CD8B, C1orf162, IL7R, GATA3, YBX3, KRT1, CD8A, CTSW, INPP4B, LTB"
"26","CD8 TCM_3","CD8+ Central Memory T_3","[CD8-positive, alpha-beta memory T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000909)","CD8B, KLRB1, CD8A, HOPX, IL7R, KLRD1, CCL5, SCML4, LINC02446, TRAC"
"27","CD8 TEM_1","CD8+ Effector Memory T_1","[effector CD8-positive, alpha-beta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0001050)","GZMK, CD8B, CD8A, CCL5, NKG7, DUSP2, CST7, IL32"
"28","CD8 TEM_2","CD8+ Effector Memory T_2","[effector CD8-positive, alpha-beta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0001050)","CD8A, CMC1, CD8B, CD160, GZMH, CST7, KLRD1, CCL5, TIGIT, KLRG1"
"29","CD8 TEM_3","CD8+ Effector Memory T_3","[effector CD8-positive, alpha-beta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0001050)","GZMK, CD8A, ITGB1, CD8B, HOPX, CCL5, KLRD1, NKG7, GNLY, YBX3"
"30","CD8 TEM_4","CD8+ Effector Memory T_4","[effector CD8-positive, alpha-beta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0001050)","GZMH, THEMIS, GNLY, CD8A, ITGB1, FGFBP2, CD2, GZMB, KLRD1, CD8B"
"31","CD8 TEM_5","CD8+ Effector Memory T_5","[effector CD8-positive, alpha-beta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0001050)","GZMH, GNLY, ZNF683, TRAC, KLRC2, TYROBP, CD8B, CD8A, TRGC2, GZMB"
"32","CD8 TEM_6","CD8+ Effector Memory T_6","[effector CD8-positive, alpha-beta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0001050)","TRGC2, CD8A, IFNG-AS1, CD8B, ZNF683, KLRC2, NCR3, IKZF2, DUSP2, RTKN2"
"33","cDC1","Conventional Dendritic Cell 1","[CD141-positive myeloid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002394)","WDFY4, C1orf54, CLEC9A, BATF3, CLNK, TSPAN33, FLT3, CADM1, IDO1, DNASE1L3"
"34","cDC2_1","Conventional Dendritic Cell 2_1","[CD1c-positive myeloid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002399)","FCER1A, CD14, CLEC10A, CTSS, ENHO, CD1C, MRC1, FCGR2B, PID1, IL13RA1"
"35","cDC2_2","Conventional Dendritic Cell 2_2","[CD1c-positive myeloid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002399)","FCER1A, BASP1, CD1C, CD74, CLEC10A, HLA-DPA1, ENHO, HLA-DPB1, PLD4, HLA-DQA1"
"36","dnT_1","Double-negative T_1","[CD4-negative, CD8-negative, alpha-beta intraepithelial T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000935)","GZMK, NUCB2, CD8B, GPR183, TCF7, LYAR, MALAT1, C12orf57, LEF1, LDHB"
"37","dnT_2","Double-negative T_2","[CD4-negative, CD8-negative, alpha-beta intraepithelial T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000935)","AC004585.1, GPR183, FXYD2, NUCB2, CAV1, CD27, MYB, TMSB4X, GZMK, FGFR1"
"38","Eryth","Erythroid cell","[erythroid lineage cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000764)","HBM, ALAS2, HBD, AHSP, SLC4A1, TRIM58, SELENBP1, CA1, IFIT1B, SNCA"
"39","gdT_1","gamma-delta T_1","[gamma-delta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000798)","TRDC, TRGC1, TRGV9, TRDV2, KLRD1, IL7R, KLRC1, DUSP2, GNLY, KLRG1"
"40","gdT_2","gamma-delta T_2","[gamma-delta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000798)","KLRC2, CD3G, KIR3DL2, CD3D, TRDC, TRDV1, ZNF683, KLRC1, TRGC1, GZMH"
"41","gdT_3","gamma-delta T_3","[gamma-delta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000798)","RTKN2, TRDC, TRGC2, LEF1, IKZF2, SOX4, ZNF331, ARID5B, NUCB2, CRTAM"
"42","gdT_4","gamma-delta T_4","[gamma-delta T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000798)","TRDC, TIGIT, KLRC2, TRGC2, IKZF2, GCSAM, FCRL6, TRDV1, CST7, CMC1"
"43","HSPC","Hematopoietic stem and progenitor cell","[hematopoietic precursor cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0008001)","CDK6, SOX4, PRSS57, AC084033.3, ANKRD28, FAM30A, MYB, EGFL7, SPINK2, SMIM24"
"44","ILC","Innate Lymphoid Cell","[innate lymphoid cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0001065)","KIT, TRDC, IL1R1, SOX4, TNFRSF18, TYROBP, TNFRSF4, FCER1G, IL2RA, GATA3"
"45","MAIT","Mucosal associated invariant T","[mucosal invariant T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000940)","KLRB1, NKG7, GZMK, SLC4A10, NCR3, CTSW, IL7R, KLRG1, CEBPD, DUSP2"
"46","NK Proliferating","Proliferating Natural Killer","[natural killer cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000623)","STMN1, KLRF1, TYMS, FCER1G, PCNA, TYROBP, CLSPN, TRDC, PCLAF, SMC2"
"47","NK_1","CD56-dim Natural Killer_1","[CD16-positive, CD56-dim natural killer cell, human](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000939)","FGFBP2, KLRC2, GNLY, S100A4, CD3E, CST7, LGALS1, PRF1, NKG7, GZMB"
"48","NK_2","CD56-dim Natural Killer_2","[CD16-positive, CD56-dim natural killer cell, human](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000939)","NKG7, FCER1G, PRF1, KLRB1, SPON2, GZMB, FGFBP2, IGFBP7, CST7, B2M"
"49","NK_3","CD56-dim Natural Killer_3","[CD16-positive, CD56-dim natural killer cell, human](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000939)","KLRF1, CCL5, TRDC, SYNE2, KLRC1, CMC1, XCL2, KLRB1, KLRD1, IL2RB"
"50","NK_4","CD56-dim Natural Killer_4","[CD16-positive, CD56-dim natural killer cell, human](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000939)","XCL2, SELL, XCL1, GZMK, KLRC1, SPTSSB, KLRF1, IL2RB, TCF7, TRDC"
"51","NK_CD56bright","CD56-bright Natural Killer","[CD16-negative, CD56-bright natural killer cell, human](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000938)","XCL2, GPR183, SELL, IL2RB, CD44, GZMK, KLRF1, TPT1, KLRC1, XCL1"
"52","pDC","Plasmacytoid Dendritic Cell","[plasmacytoid dendritic cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000784)","CCDC50, UGCG, TCF4, LILRA4, IRF8, IL3RA, PLD4, IRF7, SERPINF1, ITM2C"
"53","Plasma","Plasma cell","[plasma cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000786)","MZB1, JCHAIN, TNFRSF17, ITM2C, DERL3, TXNDC5, POU2AF1, IGHA1, TXNDC11, CD79A"
"54","Plasmablast","Plasmablast","[plasmablast](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000980)","TYMS, TNFRSF17, SHCBP1, TK1, KNL1, ASPM, TXNDC5, TPX2, RRM2, BIRC5"
"55","Platelet","Platelet","[platelet](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000233)","GNG11, PPBP, NRGN, PF4, CAVIN2, TUBB1, HIST1H2AC, PRKAR2B, CLU, F13A1"
"56","Treg Memory","Memory Regulatory T","[regulatory T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000815)","RTKN2, B2M, TIGIT, FCRL3, S100A4, AC133644.2, CTLA4, FOXP3, IKZF2, TRAC"
"57","Treg Naive","Naive Regulatory T","[regulatory T cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000815)","RTKN2, LEF1, FOXP3, C12orf57, IL2RA, TOMM7, CCR7, TRAC, CD4, LDHB"
