"","Label","Expanded Label","OBO Ontology ID","Markers"
"17","Exc L3-5 RORB LAMA4","RORB+ LAMA4+ Layer 3-5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","TRPC3, DACH1, PLCH1, RORB, CUX2, ANTXR2, IL1RAP, LAMA4, RORA, RMST"
"18","Exc L3-5 RORB LINC01202","RORB+ LINC01202+ Layer 3-5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","LINCR-0002, PCDH7, TSHZ2, HS3ST4, RORB, IL1RAPL2, TPBG, HTR1F, EPHA3, LINC01202"
"19","Exc L3-5 RORB LNX2","RORB+ LNX2+ Layer 3-5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","CADPS2, FAM19A1, LRRK1, NTM, PCP4, RGS6, COL11A1, GRM7, CHN2, LNX2"
"20","Exc L3-5 RORB RPRM","RORB+ RPRM+ Layer 3-5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","MKX, RPRM, RXFP1, CCK, RORB, SLC9A9, FSTL4, SPARCL1, IPCEF1, SEMA3E"
"21","Exc L3-5 RORB TNNT2","RORB+ TNNT2+ Layer 3-5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","LINCR-0002, IL1RAPL2, THEMIS, CPNE4, FSHR, LAMA2, UTRN, RORB, TSHZ2, TNNT2"
"22","Exc L5 FEZF2 CSN1S1","FEZF2+ CSN1S1+ Layer 5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","ANGPT1, KCNIP1, SULF2, KCNG2, ANKRD26P3, NETO1, PAPPA, GRM1, FEZF2, CSN1S1"
"23","Exc L5 FEZF2 NREP-AS1","FEZF2+ NREP-AS1+ Layer 5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","CD36, NWD2, ADAMTS12, GPC5, LINC01507, GRIK1, FER1L6-AS2, MAST4, FEZF2, NREP-AS1"
"24","Exc L5 FEZF2 PKD2L1","FEZF2+ PKD2L1+ Layer 5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","FER1L6-AS2, GPC5, NPSR1-AS1, PDE1A, ROBO3, TRPM3, NPSR1, RALYL, FEZF2, PKD2L1"
"25","Exc L5 FEZF2 RNF144A-AS1","FEZF2+ RNF144A-AS1+ Layer 5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","IFNG-AS1, GPC6, CD36, GRIK1, GDNF-AS1, PVT1, NPSR1, LRRC4C, FEZF2, RNF144A-AS1"
"26","Exc L5 RORB MED8","RORB+ MED8+ Layer 5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","NPFFR2, COL22A1, FAM19A2, IL1RAPL2, FNBP1L, RXFP1, LRRC7, RORB, KCNH5, MED8"
"27","Exc L5 THEMIS FGF10","THEMIS+ FGF10+ Layer 5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","NPFFR2, TESPA1, CRH, RCAN2, THEMIS, NELL1, BDNF, CA10, RXFP1, FGF10"
"28","Exc L5 THEMIS LINC01116","THEMIS+ LINC01116+ Layer 5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","LINC01060, HCRTR2, SEMA3E, DPP4, THEMIS, LINC01116"
"29","Exc L5 THEMIS RGPD6","THEMIS+ RGPD6+ Layer 5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","SEMA3E, TRPC6, SEMA5A, THEMIS, DDR2, RNF152, LINC01060, EGFEM1P, RGPD6"
"30","Exc L5 THEMIS SLC22A18","THEMIS+ SLC22A18+ Layer 5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","KCNG2, GRIN3A, CCBE1, COL21A1, THEMIS, EPHA6, MKX, LDLRAD4, HS3ST2, SLC22A18"
"31","Exc L5 THEMIS VILL","THEMIS+ VILL+ Layer 5 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","TNC, SAMD5, NPFFR2, NELL1, FAP, LRP1B, DACH1, CDH6, THEMIS, VILL"
"32","Exc L5-6 FEZF2 C9orf135-AS1","FEZF2+ C9orf135-AS1+ Layer 5-6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","SEMA3E, OPCML, EGFEM1P, LRRTM4, SEMA5A, RALYL, HS3ST4, PRKD1, FEZF2, C9ORF135-AS1"
"33","Exc L5-6 FEZF2 CFTR","FEZF2+ CFTR+ Layer 5-6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","NR4A2, TMEM244, CTGF, CALCRL, MCTP2, CLDN1, ERG, EPB41L4A, FEZF2, CFTR"
"34","Exc L5-6 FEZF2 FILIP1L","FEZF2+ FILIP1L+ Layer 5-6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","CALCRL, ALDOA, SEMA3E, XIST, SEMA5A, EGFEM1P, FEZF2, FILIP1L"
"35","Exc L5-6 FEZF2 IFNG-AS1","FEZF2+ IFNG-AS1+ Layer 5-6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","CD36, NRXN3, IFNG-AS1, KCNQ5, FER1L6-AS2, PCDH11X, HTR2C, DGKI, NPSR1-AS1, FEZF2"
"36","Exc L5-6 FEZF2 LPO","FEZF2+ LPO+ Layer 5-6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","GADL1, ALCAM, MYHAS, PCED1B, CALCRL, LINC01105, FER1L6-AS2, ZNF385D-AS2, FEZF2, LPO"
"37","Exc L5-6 FEZF2 OR1L8","FEZF2+ OR1L8+ Layer 5-6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","SYT6, KCNC2, MCTP2, CTNND2, SULF1, KIAA1217, RBM20, PLXDC2, FEZF2, OR1L8"
"38","Exc L5-6 FEZF2 SH2D1B","FEZF2+ SH2D1B+ Layer 5-6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","SEMA3E, PRKY, DDR2, USP9Y, DCHS2, NLGN4Y, SEMA5A, DDX3Y, FEZF2, SH2D1B"
"39","Exc L5-6 THEMIS SMYD1","THEMIS+ SMYD1+ Layer 5-6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","NR4A2, KCNMB2, GAS2L3, SEMA6D, ABCC3, TSHZ2, NTNG2, EDIL3, THEMIS, SMYD1"
"40","Exc L5-6 THEMIS TNFAIP6","THEMIS+ TNFAIP6+ Layer 5-6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","THEMIS, CDH9, HS3ST2, CDH12, MKX, SPOCK1, TSHZ2, KCTD16, RXFP1, TNFAIP6"
"41","Exc L6 FEZF2 FFAR4","FEZF2+ FFAR4+ Layer 6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","SLC15A5, OLFML2B, CTGF, FER1L6-AS2, FEZF2, FFAR4"
"42","Exc L6 FEZF2 KLK7","FEZF2+ KLK7+ Layer 6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","MDFIC, ASIC2, ZFHX3, CHN2, SEMA3D, SDK1, MCTP2, COL24A1, FEZF2, KLK7"
"43","Exc L6 FEZF2 PDYN","FEZF2+ PDYN+ Layer 6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","SLC15A5, ADGRF2, PDYN, CABP7, SYT6, SEMA3D, ERG, FEZF2"
"44","Exc L6 FEZF2 POGK","FEZF2+ POGK+ Layer 6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","CTGF, CHRM2, CDC14A, MGAT4C, SEMA3D, PLCXD3, NPFFR2, KCNK2, FEZF2, POGK"
"45","Exc L6 FEZF2 PROKR2","FEZF2+ PROKR2+ Layer 6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","SLC15A5, CTGF, VCAN, ADD3-AS1, FEZF2, PROKR2"
"46","Exc L6 THEMIS LINC00343","THEMIS+ LINC00343+ Layer 6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","THEMIS, ROBO1, ADAMTS3, GULP1, ANKRD30B, TRPM3, DCHS2, SEMA3A, SEC24D, LINC00343"
"47","Exc L6 THEMIS SLN","THEMIS+ SLN+ Layer 6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","THEMIS, PDE7B, LINCR-0002, LINC01378, GBE1, GRIA4, ARHGEF28, C8orf34, FRMD6, SLN"
"48","Exc L6 THEMIS SNTG2","THEMIS+ SNTG2+ Layer 6 glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","THEMIS, THSD7B, EDIL3, SNTG2, TENM4, ADAMTS3, CLSTN2, LY86-AS1, CNTN5, DCHS2"
"49","Inh L1 LAMP5 BMP2","LAMP5+ BMP2+ Layer 1 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","NDNF, SYT1, NPNT, ALK, CXCL14, RBFOX1, RELN, PBX1, LAMP5, BMP2"
"50","Inh L1 LAMP5 NMBR","LAMP5+ NMBR+ Layer 1 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","NDNF, MAGI2, PCDH18, PDE4B, NMBR, PRELID2, NPNT, EPHA6, CXCL14, LAMP5"
"51","Inh L1 LAMP5 PVRL2","LAMP5+ PVRL2+ Layer 1 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","NDNF, UNC13C, MYH11, TMEM132D, KIT, PCDH9, RELN, CLSTN2, LAMP5, PVRL2"
"52","Inh L1 LAMP5 RAB11FIP1","LAMP5+ RAB11FIP1+ Layer 1 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","MYH11, CDH9, KIT, RELN, ADAMTS20, CACNA2D1, KIRREL, CDH11, LAMP5, RAB11FIP1"
"53","Inh L1 PAX6 CHRFAM7A","PAX6+ CHRFAM7A+ Layer 1 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","LINC01539, FSTL5, NDNF, CNTNAP4, CXCL14, ZMAT4, NR2F2-AS1, LIMCH1, PAX6, CHRFAM7A"
"54","Inh L1 PAX6 MIR101-1","PAX6+ MIR101-1+ Layer 1 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","TGFBR2, SPHKAP, SP8, ZNF804A, CDH23, PDZRN4, GPC3, ALK, PAX6, MIR101-1"
"55","Inh L1 PVALB SST ASIC4","PVALB+ SST ASIC4+ Layer 1 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","ADAM33, RXRG, NDNF, EFEMP1, PVALB, SST ASIC4"
"56","Inh L1 SST DEFB108B","SST+ DEFB108B+ Layer 1 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","PCDH18, ARPP21, NR2F2, THSD7A, SLC10A4, SYNPR, SYT10, CPE, SST, DEFB108B"
"57","Inh L1 SST P4HA3","SST+ P4HA3+ Layer 1 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","CALCB, RXRG, NDNF, ADAM33, SST, P4HA3"
"58","Inh L1 VIP KLHDC8B","VIP+ KLHDC8B+ Layer 1 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","VIP, GPC6, CHRNA2, ST6GALNAC5, NDNF, ADAM12, TRPC7, CNTN5, PROX1-AS1, KLHDC8B"
"59","Inh L1-2 PVALB CDK20","PVALB+ CDK20+ Layer 1-2 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","TAC1, SYT10, SYTL5, NRP2, NDST4, KCNT2, MYO5B, FGD5, PVALB, CDK20"
"60","Inh L1-2 SST CCNJL","SST+ CCNJL+ Layer 1-2 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","CALB1, ALK, DKK2, ALCAM, CMTM8, ERBB4, MYO5B, TMEM132C, SST, CCNJL"
"61","Inh L1-2 SST CLIC6","SST+ CLIC6+ Layer 1-2 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","TAC1, NDST4, NKAIN2, SYTL5, SGCZ, CMTM8, NEDD4, FBN2, SST, CLIC6"
"62","Inh L1-2 SST PRRT4","SST+ PRRT4+ Layer 1-2 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","PENK, PDE4B, CALB1, ARHGAP10, HPGD, ITPR2, SST, ZNF385B, STK32B, PRRT4"
"63","Inh L1-2 VIP EXPH5","VIP+ EXPH5+ Layer 1-2 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","SHISA8, LINGO2, VIP, BTBD11, SLC22A3, ASIC2, FLT1, FAM19A2, ASIC4, EXPH5"
"64","Inh L1-2 VIP HTR3A","VIP+ HTR3A+ Layer 1-2 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","HTR3A, RXFP1, VWA5B1, CSMD1, NR2F2-AS1, EDIL3, EDNRA, INPP4B, COL4A4, VIP"
"65","Inh L1-2 VIP PTGER3","VIP+ PTGER3+ Layer 1-2 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","NPR3, PTGER3, NR2F2, EDNRA, PROX1-AS1, VIP"
"66","Inh L1-2 VIP SCML4","VIP+ SCML4+ Layer 1-2 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","SCML4, ADAMTS19, COL9A1, NELL1, CALB2, SLC6A11, NR2F2, KCNH8, NR2F2-AS1, VIP"
"67","Inh L1-2 VIP WNT4","VIP+ WNT4+ Layer 1-2 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","NR2F2, CCK, CFAP47, CNR1, GABRG1, SORCS3, NECAB2, ROBO1, VIP, WNT4"
"68","Inh L1-3 SST FAM20A","SST+ FAM20A+ Layer 1-3 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","CCDC109B, LINGO2, SST, CDH12, SYTL5, NCAM2, SOX6, TAC1, KIRREL3, FAM20A"
"69","Inh L1-3 VIP CBLN1","VIP+ CBLN1+ Layer 1-3 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","SLC22A3, SOX2-OT, CBLN1, LINC01322, TAC3, ZBTB20, SHISA8, SOX5, HTR2C, VIP"
"70","Inh L1-3 VIP CHRNA2","VIP+ CHRNA2+ Layer 1-3 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","NPR3, DPP6, CHRNA2, CDH20, PPP1R1C, CNTNAP4, CALB2, SLC7A11, VIP, LYPD1"
"71","Inh L1-3 VIP FNDC1","VIP+ FNDC1+ Layer 1-3 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","ADAM33, EPHA7, SHISA8, ASIC4, PRR16, LINC01170, ADAMTS19, NPR3, VIP, FNDC1"
"72","Inh L1-3 VIP HSPB6","VIP+ HSPB6+ Layer 1-3 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","SLC22A3, KCNQ5, VIP, CNTN5, SHISA8, SEMA6D, TAC3, NPAS3, PTHLH, HSPB6"
"73","Inh L1-5 VIP CD27-AS1","VIP+ CD27-AS1+ Layer 1-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","CALB2, ZDHHC2, IQGAP2, TOX, VIP, KLHL1, NR2E1, FAT3, SMOC1, CD27-AS1"
"74","Inh L1-5 VIP LINC01013","VIP+ LINC01013+ Layer 1-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","PTGFR, INPP4B, PCDH18, DAB1, NR2F2, PRELID2, NR2F2-AS1, VIP, LINC01013"
"75","Inh L1-5 VIP PHLDB3","VIP+ PHLDB3+ Layer 1-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","TAC3, ASIC4, SLC22A3, CHRNA2, VIP, PHLDB3"
"76","Inh L1-5 VIP SMOC1","VIP+ SMOC1+ Layer 1-5 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","VIP, CNR1, CHRNA2, GULP1, TAC3, LRP1B, SMOC1, SHISA9, SLC22A3, NPR3"
"77","Inh L1-6 LAMP5 AARD","LAMP5+ AARD+ Layer 1-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","KIT, CDH13, PKP2, PIP5K1B, EYA4, PRELID2, ROR2, LRP1B, LAMP5, AARD"
"78","Inh L1-6 LAMP5 CA1","LAMP5+ CA1+ Layer 1-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","SFRP1, TAC1, KIRREL, OPCML, CA8, PRKG1, NOS1, HS3ST4, LAMP5, CA1"
"79","Inh L1-6 LAMP5 NES","LAMP5+ NES+ Layer 1-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","ROR2, KCNMB2, KIT, CCBE1, EYA4, MEIS2, PDGFRA, C8orf34, LAMP5, NES"
"80","Inh L1-6 PVALB COL15A1","PVALB+ COL15A1+ Layer 1-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","NPNT, HTR1F, COL15A1, GULP1, PTHLH, FSTL5, ADAMTS5, CNTNAP4, FAM19A4, PVALB"
"81","Inh L1-6 SST NPY","SST+ NPY+ Layer 1-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","NPY, FAM46A, STAC, OTOF, ANKRD34B, CRHBP, NPY2R, NOS1, CCDC109B, SST"
"82","Inh L1-6 VIP SLC7A6OS","VIP+ SLC7A6OS+ Layer 1-6 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","DYNAP, RASGRF2, FREM2, LINC01539, PBX3, TP53I11, PCP4, VIP, PDLIM5, SLC7A6OS"
"83","Inh L2 PAX6 FREM2","PAX6+ FREM2+ Layer 2 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","SLC17A8, PDE3A, DOCK8, GRIK1, IGFBP7, PCLO, FREM2, YJEFN3, NR1H4, PAX6"
"84","Inh L2 PVALB FRZB","PVALB+ FRZB+ Layer 2 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","CRHBP, ARHGAP42, KAL1, MYO5B, PVALB, FRZB"
"85","Inh L2 VIP SLC6A16","VIP+ SLC6A16+ Layer 2 GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","NPR3, CDH8, NR2F2, CALB2, NR2F2-AS1, VIP, SLC6A16"
