"","Label","Expanded Label","OBO Ontology ID","Markers"
"76","L5 ET_4","Layer 5 glutamatergic neuron, extratelencephalon-projecting_4","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Grin3a,  Fam19a1,  Olfm3,  Tox,  Sgcz,  Tmtc2,  Kctd8,  Robo1,  Galntl6,  Lrp1b"
"24","L5 IT Pld5_1","Pld5+ Layer 5 glutamatergic neuron, intratelencephalon-projecting_1","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Zfp804a,  Car10,  Ncam2,  Cdh18,  Galntl6,  Pld5,  Cdh12,  Ptprt,  Arhgap31,  Hs3st4"
"84","L5 IT Pld5_2","Pld5+ Layer 5 glutamatergic neuron, intratelencephalon-projecting_2","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Car10,  Cdh9,  Bcl11b,  Ncam2,  Galntl6,  Dscaml1,  Cwh43,  Cdh12,  Rxfp1,  Pld5"
"75","L5 IT Rspo1_1","Rspo1+ Layer 5 glutamatergic neuron, intratelencephalon-projecting_1","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Car10,  Lingo2,  Ncam2,  Cux2,  Galntl6,  Cux1,  Prr16,  Cdh12,  Brinp3,  Rspo1"
"64","L5 IT Rspo1_2","Rspo1+ Layer 5 glutamatergic neuron, intratelencephalon-projecting_2","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Car10,  Zfp804b,  Ncam2,  Cntn5,  Cdh8,  Galntl6,  Cdh12,  Cpne4,  Tnnc1,  Rspo1"
"93","L5 IT S100b_1","S100b+ Layer 5 glutamatergic neuron, intratelencephalon-projecting_1","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Il1rapl2,  Car10,  Deptor,  Ncam2,  Galntl6,  Pde1a,  AC129186.1,  Cdh12,  Grik3,  S100b"
"111","L5 IT S100b_2","S100b+ Layer 5 glutamatergic neuron, intratelencephalon-projecting_2","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Car10,  Cdh9,  Ncam2,  Rspo2,  Galntl6,  Blnk,  Cdh12,  AC129186.1,  Gpc6,  S100b"
"100","L5/6 NP CT","Layer 5-6 glutamatergic neuron, near-projecting_CT","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Tshz2,  Ephb1,  Ankrd33b,  Gm26883,  Kctd8,  Nxph1,  Gm28928,  Vwc2l,  Grik1,  Neto1"
"71","L5/6 NP_1","Layer 5-6 glutamatergic neuron, near-projecting_1","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Hapln1,  Tshz2,  Gm26883,  Cadps2,  Nxph1,  Rbfox1,  Vwc2l,  Il1rap,  Grik1,  Tmem132d"
"81","L5/6 NP_2","Layer 5-6 glutamatergic neuron, near-projecting_2","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Tshz2,  Stxbp6,  Gm26883,  Sv2c,  Zeb2,  Nxph1,  Vwc2l,  Gpc6,  Grik1,  Sema3e"
"29","L5/6 NP_3","Layer 5-6 glutamatergic neuron, near-projecting_3","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Cntn6,  Tshz2,  Gm26883,  Inpp4b,  Kcnab1,  Nxph1,  Cntnap5b,  Vwc2l,  Chrm2,  Grik1"
"4","L6 CT Cpa6","Cpa6+ Layer 6 glutamatergic neuron, corticothalamic-projecting","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Hs3st4,  Dscaml1,  Chgb,  Chrm3,  Garnl3,  Nfia,  Kctd16,  Kcnj6,  Zfpm2,  Cpa6"
"113","L6 CT Gpr139","Gpr139+ Layer 6 glutamatergic neuron, corticothalamic-projecting","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Hs3st4,  Gal,  Mdga1,  Chgb,  Gpr139,  Garnl3,  Gm26719,  Kctd16,  Anxa4,  Zfpm2"
"99","L6 CT Grp","Grp+ Layer 6 glutamatergic neuron, corticothalamic-projecting","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Slc24a3,  Hs3st4,  Chgb,  Ntm,  Garnl3,  Plcxd3,  Kctd16,  Tox,  Meis2,  Grp"
"104","L6 CT Kit_1","Kit+ Layer 6 glutamatergic neuron, corticothalamic-projecting_1","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Hs3st4,  Sostdc1,  Nts,  Chgb,  Garnl3,  Rmst,  Kctd16,  Kit,  Zfpm2,  Gm29114"
"116","L6 CT Kit_2","Kit+ Layer 6 glutamatergic neuron, corticothalamic-projecting_2","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Hs3st4,  Cobll1,  Chgb,  Dkk2,  Garnl3,  Kit,  Rmst,  Kctd16,  Gm26883,  Zfpm2"
"82","L6 CT Pou3f2","Pou3f2+ Layer 6 glutamatergic neuron, corticothalamic-projecting","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Nxph2,  Hs3st4,  Gm28175,  Chgb,  Garnl3,  Gm10635,  Kctd16,  Ntm,  Kcnc2,  Pou3f2"
"27","L6 IT Car3","Car3+ glutamatergic neuron, intratelencephalon-projecting","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","C1ql3,  Cdh13,  Il1rapl2,  Zfp804b,  Dscaml1,  Slit3,  Galnt14,  Nell2,  Ak5,  Car3"
"35","L6 IT_1","Layer 6 glutamatergic neuron, intratelencephalon-projecting_1","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Brinp3,  C1ql3,  Cdh13,  Fst,  Il1rapl2,  Negr1,  Efna5,  Zfp804b,  Plcxd3,  Dscaml1"
"28","L6 IT_2","Layer 6 glutamatergic neuron, intratelencephalon-projecting_2","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Tfap2d,  Cdh9,  Pcdh7,  Oprk1,  Dcc,  Smoc2,  Cplx2,  Car12,  Chrm2,  Nr4a2"
"1","L6b Col6a1","Col6a1+ Layer 6b glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Ctgf,  Bmpr1b,  Cdh18,  Foxp2,  Egfem1,  Hs3st4,  Kcnab1,  Tcf4,  Gm28928,  Col6a1"
"62","L6b Kcnip1","Kcnip1+ Layer 6b glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Ctgf,  Gm42557,  Cdh18,  Rxfp2,  Kcnip1,  Hs3st4,  Kcnab1,  9530026P05Rik,  Hcrtr2,  Gm28928"
"2","L6b Ror1","Ror1+ Layer 6b glutamatergic neuron","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Ctgf,  Fbxl7,  Kirrel3,  Cdh18,  Hs3st4,  Fam19a5,  Ptn,  Kcnab1,  Tox,  Ror1"
"21","L6b Shisa6_1","Shisa6+ Layer 6b glutamatergic neuron_1","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Ctgf,  Shisa6,  Thsd7b,  Cdh18,  Hs3st4,  Kcnab1,  Svil,  Gm28928,  Zfpm2,  Inpp4b"
"57","L6b Shisa6_2","Shisa6+ Layer 6b glutamatergic neuron_2","[glutamatergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000679)","Ctgf,  Brinp3,  Sema3e,  Cdh18,  Trhde,  Hs3st4,  Kcnab1,  Il1rapl1,  March1,  Shisa6"
"79","Lamp5 Egln3_1","Lamp5+ Egln3+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Npy,  Itga8,  Nxph1,  Egln3,  Fgf13,  Fam19a1,  Ptprm,  Fbn2,  AC154782.1,  Lamp5"
"92","Lamp5 Egln3_2","Lamp5+ Egln3+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Npy,  D030045P18Rik,  Nxph1,  Crim1,  Fgf13,  Nrg1,  Cdh18,  Ptprm,  Lamp5,  Egln3"
"36","Lamp5 Egln3_3","Lamp5+ Egln3+ GABAergic neuron_3","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Ntn1,  Npy,  Nxph1,  Dcc,  Trpc4,  Fgf13,  Ndst4,  Ptprm,  Lamp5,  Egln3"
"30","Lamp5 Lhx6","Lamp5+ Lhx6+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Npy,  Lhx6,  Cntnap3,  Nxph1,  Fgf13,  Tacr1,  Ptprm,  Myo5b,  Reln,  Lamp5"
"39","Lamp5 Pax6","Lamp5+ Pax6+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Npy,  Pax6,  Nxph1,  Npsr1,  Scrg1,  Fgf13,  Gm16083,  Ptprm,  Reln,  Lamp5"
"96","Lamp5 Pdlim5_1","Lamp5+ Pdlim5+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Cntn5,  Npy,  Nxph1,  Cntn6,  Fgf13,  Pde4b,  Ptprm,  Grid1,  Lamp5,  Pdlim5"
"41","Lamp5 Pdlim5_2","Lamp5+ Pdlim5+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Npy,  Ndnf,  Nxph1,  Cntn5,  Fgf13,  Sema3e,  Ptprm,  Grik1,  Lamp5,  Pdlim5"
"59","Lamp5 Slc35d3","Lamp5+ Slc35d3+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Htr1f,  Npy,  Rims1,  Nxph1,  Ptprm,  Fgf13,  Reln,  Ndst3,  Lamp5,  Slc35d3"
"16","Meis2","Meis2+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Igfbpl1,  Draxin,  Cd1d1,  Sp8,  Cd24a,  Lockd,  St8sia2,  Gm29260,  Gm17750,  Meis2"
"31","Meis2_Top2a","Meis2+ Top2a+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Igfbpl1,  Dcc,  E130114P18Rik,  Draxin,  Cd1d1,  Sp8,  Ccnd2,  Mdk,  Meis2,  Top2a"
"8","Micro","Microglia","[microglial cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000129)","Inpp5d,  Plxdc2,  Tgfbr1,  Hexb,  Nav2,  C1qa,  Tanc2,  Csmd3,  C1qb,  Ctss"
"66","Oligo Enpp6_1","Enpp6+ oligodendrocyte_1","[oligodendrocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000128)","Pde9a,  Inpp5d,  Hexb,  Panx1,  4932435O22Rik,  Tgfbr1,  Gm13179,  C1qa,  Fam114a1,  Enpp6"
"87","Oligo Enpp6_2","Enpp6+ oligodendrocyte_2","[oligodendrocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000128)","Bmp4,  Inpp5d,  Hexb,  Neu4,  5730559C18Rik,  Tgfbr1,  Stk32a,  C1qa,  Ctss,  Enpp6"
"108","Oligo Enpp6_3","Enpp6+ oligodendrocyte_3","[oligodendrocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000128)","Pde9a,  Inpp5d,  Hexb,  Carmil1,  Tgfbr1,  Kcnj12,  Egflam,  C1qa,  Gm38039,  Enpp6"
"112","Oligo Enpp6_4","Enpp6+ oligodendrocyte_4","[oligodendrocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000128)","Gm13883,  Plp1,  Gm16029,  Mbp,  Gm26834,  St18,  Kcnj12,  Prr5l,  Mobp,  Enpp6"
"15","Oligo Opalin_1","Opalin+ oligodendrocyte_1","[oligodendrocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000128)","Tmem117,  Plp1,  Mbp,  Enpp6,  Tln2,  St18,  Prr5l,  Anln,  Selenop,  Opalin"
"22","Oligo Opalin_2","Opalin+ oligodendrocyte_2","[oligodendrocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000128)","Plp1,  Ptgds,  Mbp,  Il33,  St18,  C030029H02Rik,  Prr5l,  Palm2,  Mobp,  Opalin"
"25","Oligo Opalin_3","Opalin+ oligodendrocyte_3","[oligodendrocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000128)","Synpr,  Plp1,  Mbp,  Man1a,  St18,  Nckap5,  Prr5l,  Kank1,  Pcdh7,  Opalin"
"67","Oligo Opalin_4","Opalin+ oligodendrocyte_4","[oligodendrocyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000128)","Prom1,  Plp1,  Mbp,  Pdzrn3,  Thbs3,  St18,  Cxcl12,  Prr5l,  Mobp,  Opalin"
"34","OPC Pdgfra","Pdgfra+ oligodendrocyte precursor cell","[oligodendrocyte precursor cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0002453)","Plp1,  Mbp,  St18,  Prr5l,  Mobp,  Mal,  Mog,  Cldn11,  Pde4b,  Pdgfra"
"17","Peri","pericyte","[brain pericyte](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_2000043)","Plp1,  Mbp,  St18,  Prr5l,  Mobp,  Mal,  Mog,  Cldn11,  Pde4b,  Mag"
"65","Pvalb Calb1_1","Pvalb+ Calb1+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Plp1,  Spp1,  Trpc6,  Mbp,  St18,  Gm32647,  Npy,  Prr5l,  Pvalb,  Calb1"
"40","Pvalb Calb1_2","Pvalb+ Calb1+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Lhfpl3,  Tac1,  Cntnap5c,  Vcan,  Tnr,  Grm7,  Ptprz1,  Rbp4,  Pvalb,  Calb1"
"51","Pvalb Egfem1","Pvalb+ Egfem1+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Nos1,  Atp13a5,  9330158H04Rik,  Vtn,  Sorcs3,  Cald1,  Ebf1,  Ptprk,  Pvalb,  Egfem1"
"26","Pvalb Gabrg1","Pvalb+ Gabrg1+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Kcnc2,  Th,  Gabrg1,  Erbb4,  Gpc4,  Sox5,  Il1rapl2,  Gm16685,  Pth2r,  Pvalb"
"55","Pvalb Gpr149","Pvalb+ Gpr149+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Kcnc2,  Fzd6,  Mrvi1,  Erbb4,  Zfpm2,  Sox5,  Il1rapl2,  Dscam,  Pvalb,  Gpr149"
"11","Pvalb Il1rapl2","Pvalb+ Il1rapl2+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Kcnc2,  Thsd7a,  Pcdh15,  Erbb4,  Il1rapl2,  Sox5,  Ncam2,  Col25a1,  Inpp4b,  Pvalb"
"89","Pvalb Kank4","Pvalb+ Kank4+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Brinp3,  Kcnc2,  Erbb4,  Sema3e,  Lrp1b,  Sox5,  Il1rapl2,  Pcdh9,  Pvalb,  Kank4"
"54","Pvalb Reln","Pvalb+ Reln+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Kcnc2,  Cntn5,  Erbb4,  Reln,  Nlgn1,  Sox5,  Clstn2,  Il1rapl2,  Gm46102,  Pvalb"
"23","Pvalb Vipr2_1","Pvalb+ Vipr2+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Kcnc2,  Crabp1,  Prox1,  Erbb4,  Pcsk6,  Sox5,  Il1rapl2,  Gm37267,  Pvalb,  Vipr2"
"68","Pvalb Vipr2_2","Pvalb+ Vipr2+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Unc5b,  Kcnc2,  Mctp2,  Erbb4,  Sox5,  Pde3a,  Il1rapl2,  Kit,  Pvalb,  Vipr2"
"46","PVM_1","Perivascular macrophage","[perivascular macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000881)","F13a1,  Kcnc2,  Erbb4,  Aoah,  Ms4a4a,  Sox5,  Il1rapl2,  Colec12,  Fam19a2,  Gm30489"
"52","PVM_2","Perivascular macrophage","[perivascular macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000881)","Kcnc2,  Gm49087,  Erbb4,  Klra2,  H2-Eb1,  Sox5,  Il1rapl2,  H2-Ab1,  Fam19a2,  4930562F07Rik"
"110","PVM_3","Perivascular macrophage","[perivascular macrophage](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000881)","Napsa,  Kcnc2,  Erbb4,  Slamf7,  Gpr141,  Sox5,  Il1rapl2,  H2-Eb1,  Fam19a2,  H2-Aa"
"94","SMC","smooth muscle cell","[smooth muscle cell](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000192)","Acta2,  Map3k7cl,  Gm6249,  Myh11,  Tagln,  Pdlim3,  Ephx3,  Olfr558,  Crip1,  Tbx2"
"103","Sncg Calb1_1","Sncg+ Calb1+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Cpne5,  Adarb2,  Cnr1,  Ror1,  Megf10,  Oxr1,  Lsamp,  Cadps2,  Sncg,  Calb1"
"80","Sncg Calb1_2","Sncg+ Calb1+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Tll1,  Adarb2,  Calb1,  Cnr1,  Megf10,  Cpne5,  Stk32a,  Cadps2,  Gria3,  Sncg"
"37","Sncg Col14a1","Sncg+ Col14a1+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Luzp2,  Adarb2,  Cnr1,  Cdh6,  Megf10,  Npy,  Cadps2,  Erbb4,  Sncg,  Col14a1"
"19","Sncg Npy2r","Sncg+ Npy2r+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Pcdh9,  Adarb2,  Cnr1,  Npy2r,  Grik4,  Megf10,  Cadps2,  Kirrel3,  Col25a1,  Sncg"
"32","Sncg Slc17a8","Sncg+ Slc17a8+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Adarb2,  Slc17a8,  Gas2l3,  Cnr1,  Nr1h4,  Megf10,  Adamts18,  Cadps2,  Kctd12,  Sncg"
"106","Sst C1ql3_1","Sst+ C1ql3+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Adarb2,  Pard3bos1,  Ptprk,  Cnr1,  Pard3b,  Megf10,  Cadps2,  Crh,  Sst,  C1ql3"
"74","Sst C1ql3_2","Sst+ C1ql3+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Ndnf,  Sst,  Crh,  Grin3a,  Nxph1,  Pla2g4a,  Galntl6,  Gm15584,  Ntng1,  C1ql3"
"70","Sst Calb2","Sst+ Calb2+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Sst,  Olfm3,  Pcsk5,  Grin3a,  Nkain3,  Nxph1,  Ptprd,  Galntl6,  Rgs6,  Calb2"
"10","Sst Chodl","Sst+ Chodl+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Sst,  Grin3a,  Nxph1,  Galntl6,  Rgs6,  Sox6,  Mgat4c,  Synpr,  Cacna2d3,  Chodl"
"73","Sst Crhr2_1","Sst+ Crhr2+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Sst,  Gm12128,  Rspo2,  Grin3a,  Crtac1,  Nxph1,  Tmem132d,  Galntl6,  Alk,  Crhr2"
"47","Sst Crhr2_2","Sst+ Crhr2+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Sst,  Grm8,  Grin3a,  Crybg1,  Nxph1,  Tmem132b,  St6galnac5,  Galntl6,  Rgs6,  Crhr2"
"13","Sst Etv1_1","Sst+ Etv1+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Fbn2,  Sst,  C1qtnf7,  Grin3a,  Nr2f2,  Nxph1,  Cnih3,  Galntl6,  Pcdh7,  Etv1"
"50","Sst Hpse","Sst+ Hpse+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Hpse,  Sst,  Ust,  Grin3a,  Nxph1,  Syt6,  Galntl6,  Pdyn,  Rgs6,  Tox"
"109","Sst Htr1a","Sst+ Htr1a+ GABAergic neuron","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Sst,  Pdyn,  Gm30835,  Grin3a,  Ryr3,  Nxph1,  Elmo1,  Galntl6,  Cdh9,  Htr1a"
"43","Sst Myh8_1","Sst+ Myh8+ GABAergic neuron_1","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Plpp4,  Sst,  Il1rapl2,  Grin3a,  Nxph1,  Cdh12,  Chsy3,  Galntl6,  Rgs6,  Myh8"
"102","Sst Myh8_2","Sst+ Myh8+ GABAergic neuron_2","[GABAergic neuron](http://www.ontobee.org/ontology/CL?iri=http://purl.obolibrary.org/obo/CL_0000617)","Gulp1,  Sst,  Pld5,  Grin3a,  Nxph1,  Kcnb2,  Gas7,  Galntl6,  Fat3,  Myh8"
